id,title,mean,rank,popularity,synopsis,media_type,num_episodes,genres,studios
1699,Romeo x Juliet,7.59,1887,1446,"On the floating continent of Neo Verona, the Montague family slaughters the entire Capulet family and seizes control of the kingdom. The true heir to the throne, Juliet Fiammata Asto Capulet, manages to escape the onslaught and is hidden away by loyalists for 14 years with hope that she may one day overthrow the cruel Montague regime. 

Despite having forgotten the murder of her entire family, Juliet now secretly protects the oppressed citizens of Neo Verona as a vigilante called the Red Whirlwind. During one of her escapades she meets Romeo Candorebanto Montague, the kind and selfless son of the tyrannical Prince Laertes Montague, and without knowledge of each other's background, they both fall in love at first sight. 

Unfortunately, however, their destiny is a cursed one: not only does each of the two families wish to obliterate the other, but an ancient secret hidden beneath Neo Verona also threatens their undying love for each other. Will they be able to defy the stars, or is this truly a love that can never be?

[Written by MAL Rewrite]",tv,24,"Drama, Fantasy, Historical, Romance",Gonzo
58939,Sakamoto Days,7.59,1888,510,"The name Tarou Sakamoto once instilled fear in every villain. No other professional hitman matched his prowess, and fellow assassins revered him. However, Sakamoto fell in love. In five short years, he married, became a father, put on some weight, and traded his weapons for an apron as he became the owner of a humble convenience store.

Although Sakamoto is decidedly retired, he finds his old life of crime hard to shake off. His former partner, Shin Asakura, reappears and resolves to stay with Sakamoto's family under their strict no-kill rule. To make matters worse, a large bounty is placed on Sakamoto's head. Numerous assassins now pursue him—but they are in for a surprise. Sakamoto has not lost his edge, and no matter what tricks his enemies pull, he will fight off every last one to protect his dear family.

[Written by MAL Rewrite]",tv,11,"Action, Adult Cast, Comedy, Organized Crime, Shounen",TMS Entertainment
47257,Shinigami Bocchan to Kuro Maid,7.59,1889,990,"As the elegant, frail flower petals wither away into lifeless ashes, the young duke is tragically reminded of the despicable power forced upon him—the ability to kill anything he touches. Scorned by his family, he is sent away to live in near isolation. Fortunately, he is not entirely alone, as the manor's staff—his dutiful butler Rob and the flirtatious maid Alice—keep him company and make his life less miserable.

As the duke's romantic feelings for Alice grow, so does his continued frustration for the limits set by his unfortunate ability. Therefore, he resolves to break the curse cast upon him all those years ago, not only for his sake, but Alice's as well—for he is painfully aware of how difficult it is to avoid the touch of a loved one.

[Written by MAL Rewrite]",tv,12,"Comedy, Fantasy, Love Status Quo, Romance",J.C.Staff
40665,Shoujo☆Kageki Revue Starlight: Rondo Rondo Rondo,7.59,1890,7631,"At the performing arts division of Seishou Music Academy, the ever-evolving stage threads the lives of its students together as they tirelessly hone their craft. Yet, as the girls prepare for a new rendition of the previous year's performance, the carefree Karen Aijou begins to settle for a smaller role. However, her waning passion is reignited by the return of her childhood friend Hikari Kagura, whose sudden transfer to the academy triggers a flurry of changes in the class dynamics.

Subsequently, Karen chances upon a secret battleground underneath the school, which houses a set of auditions that will crown its ultimate victor as ""Top Star."" As she dives headfirst into these enigmatic trials, Karen begins to learn about the tribulations that come with vying for the top. Even if fate wills them apart, Karen and Hikari must fight in hopes of fulfilling their childhood promise: to become stars together.

[Written by MAL Rewrite]",movie,1,"Music, Performing Arts, School",Kinema Citrus
39597,Sword Art Online: Alicization - War of Underworld,7.59,1891,259,"Despite the defeat of Quinella—the pontifex of the Axiom Church—things have not seemed to calm down yet. Upon contacting the real world, Kazuto ""Kirito"" Kirigaya finds out that the Ocean Turtle—a mega-float controlled by Rath—was raided. Due to a sudden short-circuit caused by the raiders, Kirito's fluctlight is damaged, leaving him comatose. Feeling insecure about the people at the Axiom Church, Alice brings the unconscious Kirito back to their hometown—Rulid Village, disregarding her banishment due to an unabsolved crime. Now, Alice is living an ordinary and peaceful life close by the village, wishing for Kirito to wake up.

However, tragedy strikes when Alice notices that the Dark Territory has already started to invade the Human Empire. Reassuming her previous alias, Alice Synthesis Thirty, she promises to defeat the Dark Territory in order to defend the world that Kirito and Eugeo worked so hard to protect.

[Written by MAL Rewrite]",tv,12,"Action, Adventure, Fantasy, Video Game",A-1 Pictures
1577,Taiho Shichau zo,7.59,1892,4280,"Arriving late for her first day working at the Bokuto Police Department, the hotheaded Natsumi Tsujimoto feels uneasy about working with her new partner, the comparatively stiff Miyuki Kobayakawa. However, after learning that underneath Miyuki's rule-following exterior is a savvy mechanic who is extremely skilled behind the wheel of her heavily modified patrol car, Natsumi finds that her partner may be exactly what she needs.

From apprehending reckless street racers to protecting their community, the two young women serve their city with tremendous energy and form a bond that extends far beyond their workplace.

[Written by MAL Rewrite]",ova,4,"Action, Adult Cast, Comedy, Seinen, Workplace",Studio Deen
41488,Tensura Nikki: Tensei shitara Slime Datta Ken,7.59,1893,713,"In between slaying monsters and negotiating with neighboring countries, Rimuru Tempest has his hands full attending to his kingdom alongside day-to-day matters. But whether it's expanding the farms in the summer heat or shoveling snow in the chilly winter, no task is too big for Rimuru and his friends!

[Written by MAL Rewrite]
",tv,12,"Comedy, Fantasy, Isekai, Reincarnation, Shounen",8bit
969,Tsubasa Chronicle 2nd Season,7.59,1894,2079,"Syaoran, Sakura, Kurogane, Fai and Mokona's journey through to different world's continue as they search for Sakura's feathers. The fated journey slowly becomes more complicated for our travelers, as they find themselves diving deeper into more dangerous worlds.",tv,26,"Action, Adventure, Drama, Fantasy, Romance, Shounen",Bee Train
60593,Vigilante: Boku no Hero Academia Illegals,7.59,1895,1570,"In a world filled with superpowered Quirk users, college student Kouichi Haimawari's dream is to become a hero just like the ones he so admires. Unfortunately for him, he finds out that there is only so much he can do with a sliding ability that gives him about as much speed as a bicycle. Thus, he is drawn to extra-legal, simpler work and takes on various local tasks beyond the grasp of the police and licensed heroes.

However, a chance encounter with two misfits, a brash brawler vigilante who goes by Knuckleduster and the online sensation Pop☆Step, gives Kouichi the opportunity he has always dreamed about. With a dangerous new Quirk-enhancing drug turning ordinary people into instant villains, Kouichi finds himself accompanying the two in a quest to stop the drug from spreading. As the trio tries to get to the bottom of the case, the chaotic team looks to put a stop to wrongdoers that go overlooked by the law.

[Written by MAL Rewrite]",tv,13,"Action, Shounen, Super Power",Bones Film
37682,Wakaokami wa Shougakusei! Movie,7.59,1896,5246,"After reluctantly being dragged to a festival at her parents' rural hometown, Oriko ""Okko"" Seki must face her sudden harsh reality: the death of both of her parents in a car accident shortly after they arrive. Now, Okko must live at her grandmother's traditional hot springs inn, which she is surprised to find is occupied by the ghost of a barefoot child. He encourages Okko to follow in her grandmother's footsteps and prepare to inherit the inn.

Initially, Okko struggles to keep up with the responsibilities of the inn and the accommodation of guests. However, her parents told her that an inn is welcoming for everyone, and she strives to honor their memory. After discovering a few other spirits around the village, Okko learns that even though her parents are gone, she does not have to be lonely.

[Written by MAL Rewrite]",movie,1,"Award Winning, Comedy, Supernatural","Madhouse, DLE"
44141,Watashi ni Tenshi ga Maiorita! Precious Friends,7.59,1897,4958,"Hana, Hinata, Noa, Koyori, and Kanon are always good friends. Today, they are having a friendly sweets party at home with Miyako's homemade sweets! The flower-shaped cookies look just like the hair ornaments worn by Hana. The hair ornament was a precious treasure that Hana received from her grandmother when she was little, and everyone was intrigued by the story. And as ""practice for the school trip,"" they decide to go visit Hana's grandmother's house...! The ""first"" outing for everyone is about to begin.

(Source: Crunchyroll News)",movie,1,"CGDCT, Comedy",Doga Kobo
24405,World Trigger,7.59,1898,562,"When a gate to another world suddenly opens on Earth, Mikado City is invaded by strange creatures known as ""Neighbors,"" malicious beings impervious to traditional weaponry. In response to their arrival, an organization called the Border Defense Agency has been established to combat the Neighbor menace through special weapons called ""Triggers."" Even though several years have passed after the gate first opened, Neighbors are still a threat and members of Border remain on guard to ensure the safety of the planet.

Despite this delicate situation, members-in-training, such as Osamu Mikumo, are not permitted to use their Triggers outside of headquarters. But when the mysterious new student in his class is dragged into a forbidden area by bullies, they are attacked by Neighbors, and Osamu has no choice but to do what he believes is right. Much to his surprise, however, the transfer student Yuuma Kuga makes short work of the aliens, revealing that he is a humanoid Neighbor in disguise.

[Written by MAL Rewrite]",tv,73,"Action, Sci-Fi, Shounen",Toei Animation
18753,Yahari Ore no Seishun Love Comedy wa Machigatteiru. OVA,7.59,1899,970,"One morning, Hachiman Hikigaya contemplates the superfluous nature of marriage and its misleading image of happiness. However, he is forced into confronting his skepticism when the Volunteer Service Club is tasked with assisting a local municipal magazine advertise the allure of marriage to younger people. Unfortunately, neither the club's advisor, Shizuka Hiratsuka, nor the other club members have any firsthand experience with the subject. With only one week until the deadline, the group must quickly learn about the intricacies behind the special ceremony, even if they have to resort to more creative means!

[Written by MAL Rewrite]",ova,1,"Comedy, Love Polygon, Romance, School",Brain's Base
304,Aa! Megami-sama! Movie,7.58,1900,3812,"For centuries, a god named Celestin has been imprisoned on the moon for betraying the kingdom of Yggdrasil. Released by the fairy Morgan Le Fey, Celestin travels to Earth to reunite with his former pupil, the goddess Belldandy. Things go awry as Celestin erases Belldandy's memories of her boyfriend Keiichi and uses her as a catalyst to wreak havoc on Earth and Yggdrasil. 
",movie,1,"Comedy, Romance, Seinen, Supernatural",AIC
880,Aa! Megami-sama! Sorezore no Tsubasa,7.58,1901,2971,"One year after goddess Belldandy emerged from Keiichi Morisato's mirror and promised to stay with him forever, a new threat to their happiness emerges, one that could end the contract between Belldandy and Keiichi. 
",tv,22,"Comedy, Harem, Romance, Seinen, Supernatural",AIC
42238,Ani ni Tsukeru Kusuri wa Nai! 4,7.58,1902,4485,"Shi Miao has a lot of experience dealing with her older brother's peculiar habits. After all her scolding, it is natural to expect that Shi Fen's antics would come to an end. But having spent their whole life together, it is obvious to Miao that some things never change—and maybe that is for the best.

Despite his recklessness, Fen usually means well. As a result, a tight-knit friend group has formed around him and his sister. Joined by their classmates—Kai Xin, Wan Sui, and Miaomiao—the Shi siblings' tenure at high school continues to be an absolute spectacle.

[Written by MAL Rewrite]
",tv,12,"Comedy, School",Fanworks
11737,Ao no Exorcist Movie,7.58,1903,984,"As the grand festival of True Cross Academy draws near, exwires and exorcists alike combine their efforts to banish any demon that threatens the celebrations. Among them, Rin Okumura is tasked with exorcising the soul-devouring demon known as the Phantom Train alongside his brother Yukio and Shiemi Moriyama.

During their mission, the Phantom Train escapes its tracks and begins ravaging True Cross Academy. In the ensuing chaos, Rin encounters a childlike demon he dubs Usamaro, and begins to develop an odd friendship with it. However, Usamaro's abilities might be far more sinister than Rin initially expected.

[Written by MAL Rewrite]",movie,1,"Action, Mythology, School, Shounen, Supernatural",A-1 Pictures
1069,Chou Denji Machine Voltes V,7.58,1904,7422,"From out of nowhere, a mysterious alien race known as the Boazan Forces has invaded the Earth. A group of individuals specially trained to handle this kind of situation has been unleashed. Kenichi, Ippei, Daijirou, Hiyoshi & Megumi are the pilots of the Choudenji Machine Voltes V (5), Earth's defense against the Boazan and their terrible Beast Warriors. The plot thickens as the Go Brothers discover their true heritage and the truth behind their father's disappearance. Conflicts and mixed emotions hinder the Go Brothers at times but due to their unwavering desire to find their dad, they must go to the place where it all started. With the help of the rebels based on Earth and on the aliens' homeworld, the Voltes Team has another mission, remove the tyrant Zu Zanbajil and liberate the people of Boazan.

(Source: ANN)",tv,40,"Adventure, Drama, Mecha, Sci-Fi","Sunrise, Toei Animation"
4690,Cyborg 009 (1979),7.58,1905,6514,"Joe Shimamura and his companions may seem like regular men, but they are anything but. Joe is actually Cyborg 009, member of a team of cyborgs who fight for the greater good. Each cyborg is outfitted with a special power, from the ability to melt any material, to underwater breathing and flight. He and the other eight cyborgs were modified against their will by the Neo-Black Ghosts organization in order to further their own interests. But instead, they decided to band together and use their powers to fight against their former captors, and all forces of evil.",tv,50,"Action, Adventure, Sci-Fi, Shounen",Toei Animation
51586,D4DJ All Mix,7.58,1906,5844,"Arisugawa Academy's DJ unit Lyrical Lily is known for bringing smiles to people's faces through music. Thanks to their efforts, the local city hall requests them to perform monthly for a year as part of Operation Beckoning Cat, the town revitalization project.

Unfortunately, given the long and demanding event, Lyrical Lily wonders if they can successfully meet the expectations placed on them. To better their chances, they decide to invite the DJ units that supported them during their first performance: Happy Around, Photo Maiden, Peaky P-key, Rondo, and Merm4id. Intrigued by the opportune event, the other units gladly accept Lyrical Lily's request.

However, the project is extremely demanding. To attract visitors and new residents to the town, the energetic girls of the participating DJ units must give their best to create a memorable experience for their audiences.

[Written by MAL Rewrite]",tv,12,"Idols (Female), Music, School",SANZIGEN
51898,Da Wang Rao Ming 2,7.58,1907,4977,"After returning victorious from his first journey to magical ruins, Lü Shu resumes his peaceful life with his adoptive sister, Lü Xiaoyu, while trying to avoid revealing his true power to Tian Luo Di Wang, the organization that enlists cultivators and protects the country from foreign threats.

However, the siblings' rest is short-lived, as new menaces from abroad creep from the shadows and threaten Lü Xiaoyu's upcoming expedition to the ruins. In the ensuing confrontation between rogue agents and a team led by the strongest B-Rank cultivator of the country, Lü Shu may have no choice but to show the world how strong he and Lü Xiaoyu have become.

[Written by MAL Rewrite]",ona,12,"Action, Adventure, Comedy, Fantasy",Big Firebird Culture
25341,Diamond no Ace OVA,7.58,1908,5701,"One hundred boys, each of them in love with baseball, represent the Seidou High School baseball team. On any team, the Ace is the star of the game. Besides the main heroes, others are striving to attain this position, and each of them has their strengths, weaknesses, and emotional journeys that they have to undertake to become the best that they can be.

Ryousuke Kominato is known in Seidou not only for his impressive fielding skills but also as an intimidating presence despite his small stature. While together with his partner, Youichi Kuramochi, they are the cornerstones of the team's defense on the field.  Youichi is shadowed by his younger brother, Haruichi, whose admiration for Ryousuke is only matched by his own skills at the sport. Together with Yoichi's roommate, Eijun Sawamura, the players reminisce about their path to Seidou High.

[Written by MAL Rewrite]",ova,3,"School, Shounen, Sports, Team Sports","Production I.G, Madhouse"
52999,Ensemble Stars!! Tsuioku Selection Element,7.58,1909,10692,"New Ensemble Stars!! web animated series based on the game story ""Element"".",ona,6,Idols (Male),DandeLion Animation Studio
37958,Fukigen na Mononokean Tsuzuki,7.58,1910,3280,"Despite being burdened with crippling debt to the morose Haruitsuki Abeno, Hanae Ashiya has come to enjoy his job as an exorcist. His ability to communicate with youkai has given him a sense of responsibility regarding the magical creatures, and he continues to work hard to send them to their true home in the Underworld.

As Ashiya’s life finally stabilizes, the youkai threaten to upset it once again. Knowledge of his existence has begun to spread, and not everyone is happy to have a human working for the Mononokean, the interdimensional tea room. But one day, a simple visit to the Underworld draws the attention of those in power, and Ashiya soon learns that not every youkai is willing to go along with Abeno's plans.

[Written by MAL Rewrite]
",tv,13,"Comedy, Mythology, Supernatural",Pierrot Plus
1251,Fushigi no Umi no Nadia,7.58,1911,2754,"In 1889, the world is on the pinnacle of great discoveries in technology. In mankind's grasp for the future, a sinister foe known only as Gargoyle, obsessed with restoring the former Atlantean empire to the glory it once held, begins his plans to take over the world. Nadia, with the help of a young inventor, Jean Roque Lartigue, and Captain Nemo of the submarine Nautilus, must fight to save the world from Gargoyle and Neo-Atlantis. Based on the Novel '20,000 Leagues Under the Sea' by Jules Verne.

(Source: ANN) ",tv,39,"Adventure, Comedy, Historical, Romance, Sci-Fi","Gainax, Group TAC, Dongwoo A&E"
132,GetBackers,7.58,1912,2004,"Mido Ban and Amano Ginji are known as the Get Backers, retrievers with a success rate of 100%. Whatever is lost or stolen, they can definitely get it back. Despite their powerful abilities and enthusiastic behavior, Ban and Ginji are terminally broke no matter what they do simply because few people would actually desire to hire them. As a result, the pair of them tend to do dangerous jobs, often leading to unwanted re-encounters with their old (and dangerous) friends.",tv,49,"Action, Mystery, Shounen, Super Power, Supernatural",Studio Deen
50401,Hanhua Riji 3rd Season,7.58,1913,10059,"Su Moting is a young working woman burdened with the identity of a ""child of a god and a demon."" After being kicked out of her home by her parents under the pretext of ""independence and self-reliance,"" she encounters two other fallen human beings: a goofy but handsome little god named Tianjixing and a mysterious, calm, and cool cat demon named Dikui. Under the guidance of the Earth God, the three form a savior team and begin their hilarious yet heart-wrenching daily lives.

(Source: Bilibili, translated)",ona,12,"Comedy, Supernatural",L²Studio
6927,Higashi no Eden: Air Communication,7.58,1914,4282,A re-editing of the 11 television episodes of Higashi no Eden.,movie,1,"Adult Cast, Mystery, Psychological, Romance, Sci-Fi, Suspense",Production I.G
12725,Initial D: Project D to the Next Stage - Project D e Mukete,7.58,1915,6429,"A special that comes with the Fourth Stage DVD-BOX. It is comprised of a recap from First Stage to Third Stage, along with staff commentary and sneak preview of the making of the Fourth Stage.",special,1,"Action, Drama, Racing, Seinen",A.C.G.T.
43609,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen OVA,7.58,1916,1076,"What do Shuchiin Academy's model students do outside of their student council duties? After a visit to the swimming pool, Kaguya Shinomiya and Chika Fujiwara take to the showers to wash themselves off. When Chika accidentally drops a bar of soap, the two find themselves in a rather slippery mishap. 

Meanwhile, Miyuki Shirogane and Yuu Ishigami examine a discarded pornographic magazine—its content bearing an uncanny resemblance to the other student council members. Later on, an intense fried rice cook-off commences as Chika and Miko Iino seek to crown a master chef amongst the council. 

These eccentric activities reveal a side of the student council that has never been seen before!

[Written by MAL Rewrite]",ova,1,"Comedy, Ecchi, Romance, School, Seinen",A-1 Pictures
7270,Kidou Senshi Gundam 00 Special Edition,7.58,1917,6568,Condensed version of both the first and second seasons of Gundam 00 featuring some new animated sequences and some partially re-recorded dialogue. ,ova,3,"Drama, Mecha, Military, Sci-Fi",Sunrise
250,Konjiki no Gash Bell!!,7.58,1918,1910,"Takamine Kiyomaro, a depressed don't-care-about-the-world guy, was suddenly given a little demon named Gash Bell to take care of. Little does he know that Gash is embroiled into an intense fight to see who is the ruler of the demon world. All of the demons have to pick a master on Earth and duke it out with other demons until one survives. Needless to say, Kiyomaro becomes Gash's master, and through their many battles, Kiyomaro learns the importance of friendship and courage. ",tv,150,"Action, Adventure, Comedy, Shounen, Supernatural",Toei Animation
22125,Kuroko no Basket: Mou Ikkai Yarimasen ka,7.58,1919,3534,"Bundled with the 6 Blu-ray/DVD. It will adapt the 124th chapter of the manga, which depicts when Kuroko and Aomine first met.",special,1,"Comedy, School, Shounen, Sports, Team Sports",Production I.G
50695,MF Ghost,7.58,1920,2541,"As electric vehicles dominate everyday life in the 2020s, interest in traditional combustion engine cars is maintained through a motorsports series known as the MFG. Hundreds of ambitious drivers, with a staggering 30 million viewers online, fiercely compete for a spot in the Godly Fifteen—the leading 15 racers—and a chance at the grand prize of 100 million yen. Among these individuals aiming for the top is 19-year-old Kanata Rivington.

Having attended a famous racing school in England, Kanata sets his sights on the upcoming MFG tournament and enrolls in the competition under the alias ""Kanata Katagiri."" In comparison to his opponents' flashy vehicles, Kanata's Toyota 86 GT, passed down from a former MFG contestant, puts him at a considerable disadvantage. Kanata receives guidance from a Godly Fifteen member, but he still treats the MFG as only a stepping stone for his true goal: locating his estranged father. Meanwhile, Kanata's appearance sends shockwaves through the scene as his driving style eerily resembles that of a once legendary racer.

[Written by MAL Rewrite]",tv,12,"Drama, Racing, Seinen",Felix Film
3001,Moyashimon,7.58,1921,2805,"One could say that freshman college student Tadayasu Sawaki has a wide range of vision. He has a peculiar ability that allows him to see microorganisms with the naked eye. Sawaki can see all sorts of microbes, from the fungi that cause athlete's foot to the yeast used to make alcohol, with him perceiving his little friends as cute chibi creatures. Attending an agricultural university, his talent piques the interest of numerous professors, including Professor Itsuki, who specializes in fermentation. 

Sawaki starts school indifferent toward his ability, choosing an agricultural school in Tokyo. However, with the help of the eccentric community around him, he slowly learns to appreciate these visible microbes and his talent. The whimsical cast of professors and classmates attending the university almost makes Sawaki seem normal despite his ability.

[Written by MAL Rewrite]",tv,11,"Adult Cast, Comedy, Gourmet, Seinen, Supernatural","Telecom Animation Film, Shirogumi"
38414,Re:Zero kara Hajimeru Isekai Seikatsu - Hyouketsu no Kizuna,7.58,1922,873,"Covered in ice and snow, Elior Forest is the home to dangerous magical beasts and 50 elves frozen in ice. One day, the great spirit Puck helps a young girl break out of her ice prison. Her name is Emilia, a half-elf born with silver hair, long ears, and amethyst eyes—features that resemble the evil Witch who destroyed half the world long ago. 

Shunned by society because of her appearance, Emilia dwells in the forest with Puck as her sole companion and family. Burdened with a sin of destruction she does not remember committing, she spends her days trying to find a way to help her frozen kin. But when the great spirit Melakuera, the Arbitrator of the world, finds Emilia, her right to stay alive is brought into question. Will the bonds of ice she formed with Puck prove to be the warm thread that defies fate?

[Written by MAL Rewrite]",movie,1,"Drama, Fantasy, Psychological, Suspense",White Fox
41590,Re:Zero kara Hajimeru Isekai Seikatsu - Hyouketsu no Kizuna - Manner Movie,7.58,1923,3449,A manner movie shown before Re:Zero kara Hajimeru Isekai Seikatsu - Hyouketsu no Kizuna.,movie,1,Fantasy,Studio PuYUKAI
36286,Re:Zero kara Hajimeru Isekai Seikatsu - Memory Snow,7.58,1924,849,"Subaru Natsuki finally gets to take a breather, but he does not waste any time as he prepares for a date with his beloved Emilia. He scouts the nearby village for the right dating spot, and with the help of the village children, he finds a wonderful location. With that, he is well prepared for his date!

Unfortunately for Subaru, cold weather suddenly sweeps across Roswaal's mansion on his important day, leaving him with no choice but to postpone the date. Overnight, it becomes even colder and unbearable. Subaru must get to the bottom of this because, at this rate, his date will be the least of his worries.

[Written by MAL Rewrite]",movie,1,"Fantasy, Isekai",White Fox
53590,Saijaku Tamer wa Gomi Hiroi no Tabi wo Hajimemashita.,7.58,1925,1842,"Born into a loving family, Femicia appears to have a bright future ahead of her. When she finally turns five, the time comes to go to the church to have her skills appraised. However, while she does receive a monster tamer skill, it turns out that Femicia has zero stars for that ability. To make matters worse, society considers those who have zero stars to be harbingers of misfortune; as a result, Femicia is shunned by everyone—including her family.

Soon enough, Femicia is chased out of her village and is constantly on the run. Fearing for her life, she decides to masquerade as a boy and change her name to Ivy. With a goal given to her by a fortune teller to reach the royal capital, Ivy meets and successfully tames a slime, starting an unlikely friendship that may provide a means to get the destiny she deserves.

[Written by MAL Rewrite]",tv,12,"Adventure, Crossdressing, Fantasy, Isekai, Reincarnation",Studio Massket
58714,"Saikyou no Shienshoku ""Wajutsushi"" de Aru Ore wa Sekai Saikyou Clan wo Shitagaeru",7.58,1926,1765,"Two years ago, Noel Stollen's village was cruelly attacked by beasts when an Abyss, a gate to the demonic realm, opened. The invasion was eventually halted by his grandfather, a Seeker, whose job is to hunt monsters and purify lands tainted by the Abyss. As his heroic grandfather took his last breath, Noel promised him that he would become the ultimate Seeker—despite him being a Talker, which is widely considered the weakest class.

After becoming a certified Seeker, Noel joins a party called Blue Beyond, where his main duties are to support his teammates by boosting their abilities and giving them orders. One day, Noel makes a proposal for the group: he wants to create a clan that will enable them to rise even higher in society. As everyone accepts the plan and all is going well, the worst happens—two members betray him by embezzling the entirety of their shared funds. That does not discourage Noel, however, as he sells the traitors to a slave trader, earning his money back.

Now alone, Noel endeavors to rebuild Blue Beyond from scratch. In order to become the greatest Seeker in the world, Noel must forcibly carve his own path by recruiting new members and using his notorious ways to eliminate any enemies in his way.

[Written by MAL Rewrite]",tv,12,"Action, Adventure, Fantasy","Felix Film, Ga-Crew"
9745,Sengoku Basara Movie: The Last Party,7.58,1927,4582,"The story of the film is set after the conflict instigated by Toyotomi Hideyoshi ended, but not before the Battle of Sekigahara determines who shall be the Shogun of Japan.

(Source: ANN)",movie,1,"Action, Fantasy, Historical, Martial Arts, Samurai",Production I.G
5507,Senjou no Valkyria,7.58,1928,1917,"In its expansion west to gain resources, the Europan Imperial Alliance invades the neutral Principality of Gallia, seeking to take control of its vast Ragnite deposits. Their strategic advantage, technological superiority, and military might make opposition nonexistent, so they steamroll through the border of the sleepy principality with ease.

As Imperial forces run through his quiet hometown, Welkin Gunther and his younger sister Isara jump into action, banding with the leader of the local militia to push the occupational forces out of the village. Quickly retreating to the Gallian capital, they are organized into a unit with the remnants of the militia, tasked with assisting in repelling the Imperial presence from the country.

Though unfamiliar with war, the newly formed Squad Seven must defend their country from annexation. But as the battle rages on through the streets of Gallia, ancient secrets will bring the team closer than they'd ever anticipated.

[Written by MAL Rewrite]",tv,26,"Action, Military, Romance",A-1 Pictures
2978,Shin Getter Robo,7.58,1929,6610,"Humanity is under attack by demonic creatures called Oni. Unable to fight back by any other means, the scientist Dr. Saotome creates a series of giant robots that harness the mysterious power of Getter Rays, giving them the strength necessary to fight the Oni. The strongest of these is Getter Robo, and Saotome must enlist three very different men to pilot it - martial artist Ryoma Nagare, criminal leader Hayato Jin, and monk Benkei Musashibou. Together, the Getter Team fights to end the Oni menace forever.

(Source: ANN)",ova,13,"Adventure, Fantasy, Horror, Mecha, Mythology, Sci-Fi, Shounen",Brain's Base
1557,Shounen Onmyouji,7.58,1930,3272,"Masahiro is the grandson of the great onmyouji, Abe no Seimei. However, he lost his sixth sense that enables him to see supernatural beings, which is very important for an onmyouji. Thus, he is left with no choice but to try and pick a different career. But one day, a strange mononoke appears, which he names Mokkun, who shows him his true potential powers after fighting a demon. With the assistance of Mokkun, his quest to become the greatest onmyouji begins.",tv,26,"Action, Historical, Mythology, Shoujo, Supernatural",Studio Deen
22101,Soredemo Sekai wa Utsukushii,7.58,1931,819,"In the Sun Kingdom, sunshine is part of its citizens' everyday lives, and rain is something that they have never even heard of. However, in a faraway land called the Rain Dukedom, the weather is reversed, and everybody has the power to create rain with their voices.

Livius Orvinus Ifrikia has conquered the entire world and expanded the Sun Kingdom's influence in the three short years since he was crowned king. Upon learning about the powers to create rain, Livius decides to marry Nike Remercier, one of the princesses of the Rain Dukedom. However, those outside the Sun Kingdom have spread a rumor that Livius is a cruel, ruthless, and tyrannical ruler, and as word reaches the princess, she begins to prepare herself for the worst. But when she finally meets her fiancé, Nike discovers that he is an entirely different person from what she originally expected.

[Written by MAL Rewrite]",tv,12,"Adventure, Fantasy, Romance, Shoujo",Studio Pierrot
1642,Sugar Sugar Rune,7.58,1932,3658,"Chocolat Meilleure and Vanilla Mieux are both witches and childhood friends, pitted against each other in a contest to see who will become the next queen of the Magic World! In order to win, the two queen candidates must attend school in the human world, cultivating relationships to bring out their classmates hearts of friendship and love... But if a witch gives their heart to a human, they'll die?! 

In an exciting adventure filled with transformations, mystery, jealousy, and romance, join Chocolat and Vanilla as they work alongside their knights to protect the kingdom from the threat of the Ogres and do their best to become the next queen!",tv,51,"Comedy, Drama, Mahou Shoujo, Shoujo",Studio Pierrot
36474,Sword Art Online: Alicization,7.58,1933,149,"The Soul Translator is a state-of-the-art full-dive interface which interacts with the user's Fluctlight—the technological equivalent of a human soul—and fundamentally differs from the orthodox method of sending signals to the brain. The private institute Rath aims to perfect their creation by enlisting the aid of Sword Art Online survivor Kazuto Kirigaya. He works there as a part-time employee to test the system's capabilities in the Underworld: the fantastical realm generated by the Soul Translator. As per the confidentiality contract, any memories created by the machine in the virtual world are wiped upon returning to the real world. Kazuto can only vaguely recall a single name, Alice, which provokes a sense of unease when mentioned in reality.

When Kazuto escorts Asuna Yuuki home one evening, they chance upon a familiar foe. Kazuto is mortally wounded in the ensuing fight and loses consciousness. When he comes to, he discovers that he has made a full-dive into the Underworld with seemingly no way to escape. He sets off on a quest, seeking a way back to the physical world once again.

[Written by MAL Rewrite]",tv,24,"Action, Adventure, Fantasy, Video Game",A-1 Pictures
2013,Taiho Shichau zo The Movie,7.58,1934,6846,"Bokutou Precinct rarely deals with criminals more nefarious than speeding sportscar drivers. So when Officers Nikaido Yoriko and Aoi Futaba find a cache of illegal firearms in a stolen car, and a rash of traffic control malfunctions snarls traffic along Tokyo's streets, it is up to Tokyo's finest to figure out what's gone wrong. And of course, it'll take the talents of Kobayakawa Miyuki and Tsujimoto Natsumi to crack the case. But will Miyuki's trusty Mini-Pat and Natsumi's fierce determination be enough to stop a devious mastermind from exploiting the weaknesses of the system and crippling Tokyo—and the world—for good?

(Source: AnimeNfo)",movie,1,"Action, Adult Cast, Comedy, Seinen, Workplace",Studio Deen
